job_id,job_title,company,location,experience_level,job_description,date_posted
2133,Data Science Manager,BluePeak Consulting,Pune,Entry,"Data Science Manager role open at BluePeak Consulting. Key requirements include Advanced Excel, AWS, ML models, deep neural networks, GenAI. This is a Entry level position, Pune based.",2026-04-19
3840,NLP Engineer,DataForge,Chennai,  Entry  ,"Join DataForge as a NLP Engineer! We need someone comfortable with Power BI, Machine Learning, Excel, Amazon Web Services to help us build data-driven products.",2026-01-31
2719,Business Intelligence Analyst,Northstar Tech,BENGALURU,Senior,"Join Northstar Tech as a Business Intelligence Analyst! We need someone comfortable with Machine Learning, proficiency in Python, MS Excel, AWS, advanced SQL to help us build data-driven products.",2026-01-25
1789,AI Research Engineer,BluePeak Consulting,Singapore,Senior,"BluePeak Consulting is hiring a AI Research Engineer (Senior level) based in Singapore. Required skills: T-SQL, Tableau, Python. Prior experience with analytics platforms is a plus.",2026-04-27
4099,Data Science Manager,Northstar Tech,  Singapore  ,Senior,"Data Science Manager role open at Northstar Tech. Key requirements include advanced SQL, NLP, Excel, machine-learning. This is a Senior level position, Singapore based.",2026-03-27
35,Analytics Consultant,Vertex Insights,,Entry,"Join Vertex Insights as a Analytics Consultant! We need someone comfortable with SQL queries, Python, Excel, LLMs, NLP to help us build data-driven products.",2026-02-11
2467,BI Developer,Alpha Analytics,CHENNAI,Lead,"BI Developer role open at Alpha Analytics. Key requirements include PowerBI, Python, deep neural networks, T-SQL, Large Language Models, Natural Language Processing. This is a Lead level position, Chennai based.",2026-02-23
4514,Business Intelligence Analyst,DataForge,,Mid,"Business Intelligence Analyst role open at DataForge. Key requirements include Machine Learning, T-SQL, Advanced Excel, Amazon Web Services. This is a Mid level position, New York based.",2026-07-09
1991,AI Engineer,BrightPath AI,PUNE,mid,"We are looking for a AI Engineer to join our team in Pune. The ideal candidate has hands-on experience with proficiency in Python, NLP, MS Excel. You will work closely with cross-functional teams to deliver insights.",2026-07-13
744,Business Intelligence Analyst,Quantify Labs,PUNE,SENIOR,"Exciting opportunity for a Business Intelligence Analyst at Quantify Labs, Pune. Must have strong knowledge of Power BI dashboards, MS Excel, NLP, proficiency in Python, SQL, GenAI and a passion for solving business problems.",2026-01-20
4190,BI Developer,Clarity Systems,pune,SENIOR,"Exciting opportunity for a BI Developer at Clarity Systems, Pune. Must have strong knowledge of Power BI, Python, Tableau, ML models, advanced SQL and a passion for solving business problems.",2026-01-28
3474,Data Scientist,Skyline Solutions,Pune,ENTRY,"We are looking for a Data Scientist to join our team in Pune. The ideal candidate has hands-on experience with Deep Learning, Python, LLMs, NLP, machine-learning. You will work closely with cross-functional teams to deliver insights.",2026-05-26
4334,Data Engineer,Alpha Analytics,Bengaluru,SENIOR,"We are looking for a Data Engineer to join our team in Bengaluru. The ideal candidate has hands-on experience with ML models, Advanced Excel, proficiency in Python, SQL queries. You will work closely with cross-functional teams to deliver insights.",2026-06-13
2406,AI Engineer,DataForge,Chennai,Lead,"Exciting opportunity for a AI Engineer at DataForge, Chennai. Must have strong knowledge of Tableau dashboards, Machine Learning, SQL, MS Excel, Power BI dashboards, Python and a passion for solving business problems.",2026-01-11
904,Machine Learning Engineer,BrightPath AI,mumbai,Mid,"Machine Learning Engineer role open at BrightPath AI. Key requirements include python programming, Tableau dashboards, ML models. This is a Mid level position, Mumbai based.",2026-01-28
263,Data Engineer,DataForge,HYDERABAD,Lead,"Exciting opportunity for a Data Engineer at DataForge, Hyderabad. Must have strong knowledge of T-SQL, Tableau, Advanced Excel, proficiency in Python and a passion for solving business problems.",2026-03-23
2321,AI Research Engineer,Vertex Insights,Pune,Entry,"We are looking for a AI Research Engineer to join our team in Pune. The ideal candidate has hands-on experience with Amazon Web Services, Deep Learning, PowerBI, MS Excel, Generative AI. You will work closely with cross-functional teams to deliver insights.",2026-05-29
4507,AI Engineer,Alpha Analytics,CHENNAI,Mid,"Exciting opportunity for a AI Engineer at Alpha Analytics, Chennai. Must have strong knowledge of Python, AWS, deep neural networks, Tableau and a passion for solving business problems.",2026-02-08
1077,Data Engineer,BluePeak Consulting,Remote,SENIOR,"We are looking for a Data Engineer to join our team in Remote. The ideal candidate has hands-on experience with advanced SQL, MS Excel, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-02-02
1131,Data Analyst,Quantify Labs,Mumbai,senior,"Quantify Labs is hiring a Data Analyst (Senior level) based in Mumbai. Required skills: Tableau, LLMs, Python, machine-learning, T-SQL. Prior experience with analytics platforms is a plus.",2026-02-23
3327,AI Engineer,DataForge,Bengaluru,Senior,"AI Engineer role open at DataForge. Key requirements include Advanced Excel, python programming. This is a Senior level position, Bengaluru based.",2026-06-18
1374,AI Research Engineer,BrightPath AI,Hyderabad,Mid,"We are looking for a AI Research Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with AWS, Deep Learning, Python, Natural Language Processing, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-06-06
4741,AI Engineer,Alpha Analytics,Hyderabad,Senior,"Alpha Analytics is hiring a AI Engineer (Senior level) based in Hyderabad. Required skills: AWS, Python, deep neural networks, advanced SQL, PowerBI, GenAI. Prior experience with analytics platforms is a plus.",2026-01-08
2537,BI Developer,Quantify Labs,Chennai,MID,"Exciting opportunity for a BI Developer at Quantify Labs, Chennai. Must have strong knowledge of Python, T-SQL, PowerBI, ML models, NLP, Tableau dashboards and a passion for solving business problems.",2026-07-20
2056,Data Engineer,BluePeak Consulting,REMOTE,Senior,"Exciting opportunity for a Data Engineer at BluePeak Consulting, Remote. Must have strong knowledge of SQL queries, GenAI and a passion for solving business problems.",2026-05-08
3139,AI Engineer,BrightPath AI,London,Lead,"AI Engineer role open at BrightPath AI. Key requirements include MS Excel, proficiency in Python, ML models, Power BI, SQL queries, Large Language Models. This is a Lead level position, London based.",2026-06-16
3613,Business Intelligence Analyst,Skyline Solutions,Delhi NCR,Senior,"Business Intelligence Analyst role open at Skyline Solutions. Key requirements include Power BI dashboards, NLP, GenAI, python programming. This is a Senior level position, Delhi NCR based.",2026-03-27
2509,BI Developer,Vertex Insights,Pune,lead,"Exciting opportunity for a BI Developer at Vertex Insights, Pune. Must have strong knowledge of Machine Learning, proficiency in Python and a passion for solving business problems.",2026-03-05
4036,Data Engineer,BrightPath AI,singapore,mid,"Exciting opportunity for a Data Engineer at BrightPath AI, Singapore. Must have strong knowledge of Generative AI, python programming, MS Excel, ML models and a passion for solving business problems.",2026-01-31
1740,Data Science Manager,BrightPath AI,HYDERABAD,SENIOR,"Data Science Manager role open at BrightPath AI. Key requirements include Power BI dashboards, Amazon Web Services, SQL, GenAI, machine-learning, Tableau. This is a Senior level position, Hyderabad based.",2026-07-01
122,Power BI Developer,Skyline Solutions,Hyderabad,LEAD,"Exciting opportunity for a Power BI Developer at Skyline Solutions, Hyderabad. Must have strong knowledge of Python, Amazon Web Services, Advanced Excel, T-SQL, Large Language Models and a passion for solving business problems.",2026-07-06
790,NLP Engineer,Clarity Systems,Delhi NCR,Lead,"Clarity Systems is hiring a NLP Engineer (Lead level) based in Delhi NCR. Required skills: ML models, proficiency in Python, T-SQL, Large Language Models, AWS. Prior experience with analytics platforms is a plus.",2026-05-10
182,Power BI Developer,Skyline Solutions,Delhi NCR,Senior,"We are looking for a Power BI Developer to join our team in Delhi NCR. The ideal candidate has hands-on experience with advanced SQL, Natural Language Processing, Amazon Web Services, Tableau dashboards, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-02-10
3346,NLP Engineer,BluePeak Consulting,Hyderabad,Lead,"Exciting opportunity for a NLP Engineer at BluePeak Consulting, Hyderabad. Must have strong knowledge of python programming, MS Excel, SQL queries, Natural Language Processing, Tableau, ML models and a passion for solving business problems.",2026-01-15
1689,Machine Learning Engineer,BluePeak Consulting,Hyderabad,  Senior  ,"Machine Learning Engineer role open at BluePeak Consulting. Key requirements include NLP, Deep Learning, Python, Amazon Web Services. This is a Senior level position, Hyderabad based.",2026-01-02
3454,Data Science Manager,Vertex Insights,Bengaluru,Entry,"Exciting opportunity for a Data Science Manager at Vertex Insights, Bengaluru. Must have strong knowledge of Power BI, Deep Learning and a passion for solving business problems.",2026-04-22
3620,Power BI Developer,DataForge,Chennai,MID,"Exciting opportunity for a Power BI Developer at DataForge, Chennai. Must have strong knowledge of SQL, Machine Learning and a passion for solving business problems.",2026-07-11
4619,Data Scientist,DataForge,MUMBAI,mid,"DataForge is hiring a Data Scientist (Mid level) based in Mumbai. Required skills: Power BI, Machine Learning, Tableau dashboards, MS Excel. Prior experience with analytics platforms is a plus.",2026-04-24
1032,AI Engineer,,Bengaluru,SENIOR,"DataForge is hiring a AI Engineer (Senior level) based in Bengaluru. Required skills: Python, machine-learning, Tableau, PowerBI, advanced SQL. Prior experience with analytics platforms is a plus.",2026-03-23
112,Data Science Manager,Clarity Systems,Delhi NCR,Entry,"Join Clarity Systems as a Data Science Manager! We need someone comfortable with NLP, Large Language Models, Amazon Web Services, advanced SQL to help us build data-driven products.",2026-01-26
998,Data Engineer,Vertex Insights,Hyderabad,,"We are looking for a Data Engineer to join our team in Hyderabad. The ideal candidate has hands-on experience with Amazon Web Services, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-02-27
1675,AI Engineer,BluePeak Consulting,Bengaluru,Mid,"BluePeak Consulting is hiring a AI Engineer (Mid level) based in Bengaluru. Required skills: advanced SQL, Python, Advanced Excel, machine-learning, PowerBI. Prior experience with analytics platforms is a plus.",2026-01-11
2479,Machine Learning Engineer,Alpha Analytics,New York,Entry,"Exciting opportunity for a Machine Learning Engineer at Alpha Analytics, New York. Must have strong knowledge of T-SQL, MS Excel, AWS, Python, Power BI and a passion for solving business problems.",2026-05-31
3764,Data Analyst,DataForge,Pune,  Mid  ,"Data Analyst role open at DataForge. Key requirements include Amazon Web Services, NLP, PowerBI, GenAI, python programming. This is a Mid level position, Pune based.",2026-01-13
730,BI Developer,BluePeak Consulting,,Entry,"Exciting opportunity for a BI Developer at BluePeak Consulting, Hyderabad. Must have strong knowledge of advanced SQL, Python and a passion for solving business problems.",2026-02-20
2133,Data Science Manager,BluePeak Consulting,pune,Entry,"Data Science Manager role open at BluePeak Consulting. Key requirements include Advanced Excel, AWS, ML models, deep neural networks, GenAI. This is a Entry level position, Pune based.",2026-04-19
2426,Business Intelligence Analyst,Alpha Analytics,Bengaluru,lead,"Alpha Analytics is hiring a Business Intelligence Analyst (Lead level) based in Bengaluru. Required skills: Python, Power BI, Machine Learning, Amazon Web Services, Advanced Excel, NLP. Prior experience with analytics platforms is a plus.",2026-03-18
1702,Analytics Consultant,Clarity Systems,bengaluru,Mid,"Join Clarity Systems as a Analytics Consultant! We need someone comfortable with MS Excel, ML models, Power BI dashboards to help us build data-driven products.",2026-07-12
3335,Analytics Consultant,Clarity Systems,  New York  ,Entry,"Analytics Consultant role open at Clarity Systems. Key requirements include Amazon Web Services, Machine Learning, GenAI, Power BI dashboards. This is a Entry level position, New York based.",2026-04-02
2846,Data Scientist,Vertex Insights,Remote,Mid,"Vertex Insights is hiring a Data Scientist (Mid level) based in Remote. Required skills: AWS, proficiency in Python, advanced SQL, Natural Language Processing. Prior experience with analytics platforms is a plus.",2026-01-27
2718,Data Engineer,Nimbus Data,Mumbai,Senior,"Join Nimbus Data as a Data Engineer! We need someone comfortable with GenAI, proficiency in Python, AWS, MS Excel, Power BI dashboards to help us build data-driven products.",2026-03-31
826,Data Scientist,DataForge,SINGAPORE,Entry,"Exciting opportunity for a Data Scientist at DataForge, Singapore. Must have strong knowledge of Python, Machine Learning and a passion for solving business problems.",2026-03-22
199,AI Engineer,Vertex Insights,Delhi NCR,Mid,"Join Vertex Insights as a AI Engineer! We need someone comfortable with python programming, Advanced Excel, ML models, Power BI dashboards, Natural Language Processing to help us build data-driven products.",2026-02-01
4001,Data Analyst,Quantify Labs,New York,Senior,"Join Quantify Labs as a Data Analyst! We need someone comfortable with ML models, Power BI, Excel, advanced SQL, proficiency in Python, LLMs to help us build data-driven products.",2026-01-13
3354,Business Intelligence Analyst,BrightPath AI,Chennai,senior,"Join BrightPath AI as a Business Intelligence Analyst! We need someone comfortable with python programming, Amazon Web Services, Power BI, Generative AI, advanced SQL, Machine Learning to help us build data-driven products.",2026-04-10
548,BI Developer,Alpha Analytics,Delhi NCR,Lead,"Alpha Analytics is hiring a BI Developer (Lead level) based in Delhi NCR. Required skills: NLP, advanced SQL, Excel. Prior experience with analytics platforms is a plus.",2026-04-23
102,Data Science Manager,Vertex Insights,Delhi NCR,ENTRY,"Join Vertex Insights as a Data Science Manager! We need someone comfortable with LLMs, Deep Learning, machine-learning, SQL, Tableau dashboards to help us build data-driven products.",2026-07-18
1451,AI Engineer,Nimbus Data,Mumbai,Lead,"Exciting opportunity for a AI Engineer at Nimbus Data, Mumbai. Must have strong knowledge of Power BI, python programming, Advanced Excel, AWS, Generative AI and a passion for solving business problems.",2026-04-11
3046,Business Intelligence Analyst,Alpha Analytics,Chennai,Lead,"Join Alpha Analytics as a Business Intelligence Analyst! We need someone comfortable with PowerBI, NLP, Excel, Tableau dashboards, Generative AI to help us build data-driven products.",2026-05-13
3197,Machine Learning Engineer,DataForge,Singapore,ENTRY,"We are looking for a Machine Learning Engineer to join our team in Singapore. The ideal candidate has hands-on experience with Python, SQL. You will work closely with cross-functional teams to deliver insights.",2026-06-29
565,Data Science Manager,DataForge,London,lead,"We are looking for a Data Science Manager to join our team in London. The ideal candidate has hands-on experience with Python, MS Excel, GenAI, deep neural networks, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-01-31
1430,Data Scientist,Northstar Tech,BENGALURU,Mid,"Northstar Tech is hiring a Data Scientist (Mid level) based in Bengaluru. Required skills: MS Excel, SQL queries, Tableau dashboards. Prior experience with analytics platforms is a plus.",2026-01-29
1842,Data Scientist,Nimbus Data,new york,entry,"Exciting opportunity for a Data Scientist at Nimbus Data, New York. Must have strong knowledge of SQL, Machine Learning, Power BI dashboards, Large Language Models, Python and a passion for solving business problems.",2026-03-22
695,Power BI Developer,Clarity Systems,Chennai,,"We are looking for a Power BI Developer to join our team in Chennai. The ideal candidate has hands-on experience with PowerBI, Amazon Web Services, MS Excel, SQL queries, Python, deep neural networks. You will work closely with cross-functional teams to deliver insights.",2026-02-01
1731,Analytics Consultant,BrightPath AI,London,mid,"Join BrightPath AI as a Analytics Consultant! We need someone comfortable with Power BI dashboards, Advanced Excel to help us build data-driven products.",2026-04-08
1832,Data Scientist,BluePeak Consulting,Hyderabad,SENIOR,"Exciting opportunity for a Data Scientist at BluePeak Consulting, Hyderabad. Must have strong knowledge of Tableau, advanced SQL, deep neural networks, Power BI, AWS, Machine Learning and a passion for solving business problems.",2026-07-04
2884,Power BI Developer,Quantify Labs,Pune,Senior,"Join Quantify Labs as a Power BI Developer! We need someone comfortable with advanced SQL, LLMs, Tableau to help us build data-driven products.",2026-07-17
1948,AI Research Engineer,Nimbus Data,Hyderabad,senior,"Exciting opportunity for a AI Research Engineer at Nimbus Data, Hyderabad. Must have strong knowledge of Tableau, Python, SQL and a passion for solving business problems.",2026-03-27
228,Data Science Manager,,Hyderabad,lead,"Skyline Solutions is hiring a Data Science Manager (Lead level) based in Hyderabad. Required skills: python programming, Tableau dashboards, SQL. Prior experience with analytics platforms is a plus.",2026-02-18
1114,Power BI Developer,Quantify Labs,Delhi NCR,Senior,"We are looking for a Power BI Developer to join our team in Delhi NCR. The ideal candidate has hands-on experience with python programming, GenAI. You will work closely with cross-functional teams to deliver insights.",2026-01-18
749,BI Developer,Nimbus Data,Remote,SENIOR,"We are looking for a BI Developer to join our team in Remote. The ideal candidate has hands-on experience with advanced SQL, Amazon Web Services, Power BI. You will work closely with cross-functional teams to deliver insights.",2026-02-23
729,Power BI Developer,BluePeak Consulting,chennai,SENIOR,"BluePeak Consulting is hiring a Power BI Developer (Senior level) based in Chennai. Required skills: SQL, Advanced Excel, python programming. Prior experience with analytics platforms is a plus.",2026-04-11
3132,Analytics Consultant,DataForge,,ENTRY,"Exciting opportunity for a Analytics Consultant at DataForge, Singapore. Must have strong knowledge of proficiency in Python, advanced SQL and a passion for solving business problems.",2026-06-01
3749,Data Science Manager,Skyline Solutions,delhi ncr,Entry,"Data Science Manager role open at Skyline Solutions. Key requirements include Machine Learning, SQL, Excel, PowerBI. This is a Entry level position, Delhi NCR based.",2026-03-18
2390,AI Research Engineer,Alpha Analytics,New York,Entry,"AI Research Engineer role open at Alpha Analytics. Key requirements include Amazon Web Services, Natural Language Processing, advanced SQL. This is a Entry level position, New York based.",2026-06-28
3830,AI Research Engineer,BrightPath AI,SINGAPORE,Entry,"BrightPath AI is hiring a AI Research Engineer (Entry level) based in Singapore. Required skills: Natural Language Processing, Large Language Models, T-SQL, Python, Excel, Amazon Web Services. Prior experience with analytics platforms is a plus.",2026-03-27
705,Data Engineer,Quantify Labs,,Senior,"Data Engineer role open at Quantify Labs. Key requirements include Tableau dashboards, Amazon Web Services. This is a Senior level position, Mumbai based.",2026-05-12
669,Machine Learning Engineer,Clarity Systems,Remote,Mid,"Join Clarity Systems as a Machine Learning Engineer! We need someone comfortable with NLP, Excel, Python, SQL queries, Large Language Models, machine-learning to help us build data-driven products.",2026-01-17
1333,Machine Learning Engineer,Quantify Labs,New York,Entry,"Join Quantify Labs as a Machine Learning Engineer! We need someone comfortable with Power BI dashboards, Excel to help us build data-driven products.",2026-04-06
2200,Business Intelligence Analyst,Nimbus Data,Pune,Entry,"Nimbus Data is hiring a Business Intelligence Analyst (Entry level) based in Pune. Required skills: Deep Learning, Natural Language Processing, AWS, Generative AI, T-SQL, Power BI. Prior experience with analytics platforms is a plus.",2026-06-11
380,AI Research Engineer,Alpha Analytics,Remote,Senior,"We are looking for a AI Research Engineer to join our team in Remote. The ideal candidate has hands-on experience with machine-learning, Python, MS Excel, NLP, Deep Learning, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-06-26
1454,Business Intelligence Analyst,Quantify Labs,HYDERABAD,Lead,"Join Quantify Labs as a Business Intelligence Analyst! We need someone comfortable with PowerBI, T-SQL, Python to help us build data-driven products.",2026-06-11
1354,Machine Learning Engineer,BrightPath AI,Remote,mid,"We are looking for a Machine Learning Engineer to join our team in Remote. The ideal candidate has hands-on experience with Amazon Web Services, Power BI dashboards, advanced SQL, GenAI, Natural Language Processing. You will work closely with cross-functional teams to deliver insights.",2026-02-27
2806,AI Research Engineer,Northstar Tech,mumbai,senior,"We are looking for a AI Research Engineer to join our team in Mumbai. The ideal candidate has hands-on experience with machine-learning, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-06-25
3423,Machine Learning Engineer,Vertex Insights,pune,Entry,"Exciting opportunity for a Machine Learning Engineer at Vertex Insights, Pune. Must have strong knowledge of ML models, advanced SQL and a passion for solving business problems.",2026-05-23
1117,Data Science Manager,,Remote,Mid,"Nimbus Data is hiring a Data Science Manager (Mid level) based in Remote. Required skills: GenAI, Excel. Prior experience with analytics platforms is a plus.",2026-02-13
1400,Power BI Developer,BluePeak Consulting,Mumbai,  Entry  ,"Join BluePeak Consulting as a Power BI Developer! We need someone comfortable with NLP, Tableau, Advanced Excel, AWS, advanced SQL to help us build data-driven products.",2026-02-15
4783,BI Developer,Clarity Systems,Pune,Entry,"We are looking for a BI Developer to join our team in Pune. The ideal candidate has hands-on experience with Natural Language Processing, Python, LLMs, machine-learning. You will work closely with cross-functional teams to deliver insights.",2026-05-29
2788,Data Engineer,Alpha Analytics,Singapore,Senior,"We are looking for a Data Engineer to join our team in Singapore. The ideal candidate has hands-on experience with python programming, deep neural networks, NLP, Power BI, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-03-28
1439,Data Scientist,Quantify Labs,Singapore,Lead,"We are looking for a Data Scientist to join our team in Singapore. The ideal candidate has hands-on experience with Power BI dashboards, Generative AI, proficiency in Python, Excel. You will work closely with cross-functional teams to deliver insights.",2026-06-30
2545,Analytics Consultant,Quantify Labs,Remote,Entry,"Analytics Consultant role open at Quantify Labs. Key requirements include advanced SQL, AWS, NLP, deep neural networks, Power BI dashboards. This is a Entry level position, Remote based.",2026-04-19
3557,Data Science Manager,Northstar Tech,Remote,Lead,"Northstar Tech is hiring a Data Science Manager (Lead level) based in Remote. Required skills: Advanced Excel, NLP, python programming, PowerBI. Prior experience with analytics platforms is a plus.",2026-06-12
241,Analytics Consultant,Alpha Analytics,Mumbai,Mid,"Join Alpha Analytics as a Analytics Consultant! We need someone comfortable with Tableau dashboards, python programming to help us build data-driven products.",2026-05-25
950,Business Intelligence Analyst,Alpha Analytics,london,Mid,"We are looking for a Business Intelligence Analyst to join our team in London. The ideal candidate has hands-on experience with AWS, ML models, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-07-05
1967,AI Engineer,Vertex Insights,  Pune  ,entry,"We are looking for a AI Engineer to join our team in Pune. The ideal candidate has hands-on experience with Natural Language Processing, Amazon Web Services, ML models. You will work closely with cross-functional teams to deliver insights.",2026-05-18
13,Data Science Manager,DataForge,LONDON,Senior,"Join DataForge as a Data Science Manager! We need someone comfortable with SQL, proficiency in Python, Power BI dashboards, Tableau, machine-learning, Natural Language Processing to help us build data-driven products.",2026-01-29
456,Machine Learning Engineer,Clarity Systems,Singapore,Senior,"Exciting opportunity for a Machine Learning Engineer at Clarity Systems, Singapore. Must have strong knowledge of proficiency in Python, Natural Language Processing, SQL queries, Amazon Web Services and a passion for solving business problems.",2026-07-13
2493,BI Developer,Skyline Solutions,HYDERABAD,entry,"BI Developer role open at Skyline Solutions. Key requirements include proficiency in Python, Tableau, LLMs. This is a Entry level position, Hyderabad based.",2026-04-05
4185,AI Engineer,BluePeak Consulting,london,entry,"Exciting opportunity for a AI Engineer at BluePeak Consulting, London. Must have strong knowledge of Power BI dashboards, proficiency in Python, MS Excel, Amazon Web Services and a passion for solving business problems.",2026-06-11
2001,Data Engineer,Quantify Labs,  Mumbai  ,LEAD,"Join Quantify Labs as a Data Engineer! We need someone comfortable with Excel, NLP to help us build data-driven products.",2026-02-13
1963,Business Intelligence Analyst,BrightPath AI,Mumbai,Mid,"Join BrightPath AI as a Business Intelligence Analyst! We need someone comfortable with NLP, MS Excel to help us build data-driven products.",2026-06-21
2144,AI Engineer,DataForge,New York,mid,"Exciting opportunity for a AI Engineer at DataForge, New York. Must have strong knowledge of Machine Learning, NLP, deep neural networks, MS Excel, PowerBI and a passion for solving business problems.",2026-01-02
3932,Machine Learning Engineer,Alpha Analytics,Pune,Entry,"We are looking for a Machine Learning Engineer to join our team in Pune. The ideal candidate has hands-on experience with machine-learning, NLP, Generative AI. You will work closely with cross-functional teams to deliver insights.",2026-02-10
728,Power BI Developer,Quantify Labs,Singapore,LEAD,"Join Quantify Labs as a Power BI Developer! We need someone comfortable with Large Language Models, python programming, Power BI dashboards, advanced SQL to help us build data-driven products.",2026-02-14
3616,Data Science Manager,Clarity Systems,  New York  ,Senior,"Exciting opportunity for a Data Science Manager at Clarity Systems, New York. Must have strong knowledge of Python, NLP, Tableau dashboards, GenAI and a passion for solving business problems.",2026-07-13
3587,AI Engineer,Northstar Tech,Pune,Entry,"Northstar Tech is hiring a AI Engineer (Entry level) based in Pune. Required skills: Tableau, advanced SQL, Machine Learning, GenAI. Prior experience with analytics platforms is a plus.",2026-03-16
3611,Analytics Consultant,Northstar Tech,Mumbai,senior,"Exciting opportunity for a Analytics Consultant at Northstar Tech, Mumbai. Must have strong knowledge of python programming, machine-learning, Tableau dashboards, Excel, Natural Language Processing, Amazon Web Services and a passion for solving business problems.",2026-05-10
2726,NLP Engineer,Quantify Labs,Pune,lead,"Join Quantify Labs as a NLP Engineer! We need someone comfortable with GenAI, proficiency in Python, Tableau, advanced SQL, Power BI to help us build data-driven products.",2026-07-20
928,AI Research Engineer,Vertex Insights,New York,,"Vertex Insights is hiring a AI Research Engineer (Mid level) based in New York. Required skills: advanced SQL, PowerBI, Natural Language Processing, LLMs, AWS, Deep Learning. Prior experience with analytics platforms is a plus.",2026-07-11
823,Data Scientist,BluePeak Consulting,Mumbai,Mid,"Join BluePeak Consulting as a Data Scientist! We need someone comfortable with SQL, Python, Tableau, GenAI, Advanced Excel to help us build data-driven products.",2026-01-17
4726,Data Engineer,Quantify Labs,New York,senior,"We are looking for a Data Engineer to join our team in New York. The ideal candidate has hands-on experience with Amazon Web Services, advanced SQL, MS Excel, Tableau, GenAI. You will work closely with cross-functional teams to deliver insights.",2026-06-25
4383,Power BI Developer,Skyline Solutions,Remote,MID,"Join Skyline Solutions as a Power BI Developer! We need someone comfortable with Tableau dashboards, Natural Language Processing, Deep Learning, SQL queries, GenAI to help us build data-driven products.",2026-01-17
2617,NLP Engineer,DataForge,MUMBAI,Lead,"DataForge is hiring a NLP Engineer (Lead level) based in Mumbai. Required skills: proficiency in Python, Advanced Excel, Deep Learning, Tableau dashboards, Machine Learning. Prior experience with analytics platforms is a plus.",2026-02-08
2746,AI Research Engineer,Nimbus Data,Remote,Entry,"AI Research Engineer role open at Nimbus Data. Key requirements include advanced SQL, ML models, Generative AI, Excel, Power BI dashboards. This is a Entry level position, Remote based.",2026-06-23
1006,Data Engineer,Alpha Analytics,Hyderabad,Entry,"Join Alpha Analytics as a Data Engineer! We need someone comfortable with Amazon Web Services, Python, NLP, Excel to help us build data-driven products.",2026-04-03
197,Data Science Manager,DataForge,mumbai,Mid,"DataForge is hiring a Data Science Manager (Mid level) based in Mumbai. Required skills: NLP, SQL queries, machine-learning, Advanced Excel, deep neural networks, LLMs. Prior experience with analytics platforms is a plus.",2026-04-28
4552,AI Engineer,Vertex Insights,Remote,Senior,"AI Engineer role open at Vertex Insights. Key requirements include advanced SQL, Natural Language Processing, Power BI, Excel. This is a Senior level position, Remote based.",2026-01-15
2927,Business Intelligence Analyst,Nimbus Data,Bengaluru,Entry,"Nimbus Data is hiring a Business Intelligence Analyst (Entry level) based in Bengaluru. Required skills: machine-learning, Amazon Web Services, Excel, NLP, Tableau dashboards, Large Language Models. Prior experience with analytics platforms is a plus.",2026-05-11
1869,NLP Engineer,Skyline Solutions,Delhi NCR,lead,"Join Skyline Solutions as a NLP Engineer! We need someone comfortable with Large Language Models, MS Excel, proficiency in Python, Power BI dashboards, Machine Learning, SQL to help us build data-driven products.",2026-03-22
4582,Data Analyst,Alpha Analytics,Mumbai,SENIOR,"Exciting opportunity for a Data Analyst at Alpha Analytics, Mumbai. Must have strong knowledge of ML models, Python and a passion for solving business problems.",2026-05-05
2254,NLP Engineer,DataForge,SINGAPORE,ENTRY,"DataForge is hiring a NLP Engineer (Entry level) based in Singapore. Required skills: NLP, PowerBI, T-SQL, MS Excel, GenAI. Prior experience with analytics platforms is a plus.",2026-01-15
2572,Analytics Consultant,Northstar Tech,remote,Mid,"Exciting opportunity for a Analytics Consultant at Northstar Tech, Remote. Must have strong knowledge of python programming, SQL queries, Excel, AWS and a passion for solving business problems.",2026-06-13
1901,Machine Learning Engineer,Clarity Systems,bengaluru,ENTRY,"Clarity Systems is hiring a Machine Learning Engineer (Entry level) based in Bengaluru. Required skills: NLP, T-SQL, Python, GenAI. Prior experience with analytics platforms is a plus.",2026-01-12
3322,Machine Learning Engineer,Quantify Labs,London,SENIOR,"Quantify Labs is hiring a Machine Learning Engineer (Senior level) based in London. Required skills: GenAI, proficiency in Python, Deep Learning, T-SQL, Power BI. Prior experience with analytics platforms is a plus.",2026-05-08
2734,Power BI Developer,BluePeak Consulting,  Bengaluru  ,LEAD,"BluePeak Consulting is hiring a Power BI Developer (Lead level) based in Bengaluru. Required skills: AWS, Large Language Models, python programming, Excel, ML models, advanced SQL. Prior experience with analytics platforms is a plus.",2026-05-11
25,BI Developer,DataForge,NEW YORK,Mid,"Join DataForge as a BI Developer! We need someone comfortable with Generative AI, Tableau, ML models, AWS, python programming to help us build data-driven products.",2026-07-20
